ArgumentationID,ArgumentID,ProponentID,Step,Timestamp
232,0,ArgAgent1,697,1381942593776
232,2,ArgAgent2,698,1381942593789
233,0,ArgAgent1,700,1381942593802
233,0,ArgAgent2,700,1381942593816
233,2,ArgAgent1,701,1381942593822
234,0,ArgAgent1,703,1381942593844
234,0,ArgAgent2,703,1381942593847
234,1,ArgAgent1,704,1381942593852
235,0,ArgAgent1,706,1381942593872
235,0,ArgAgent2,706,1381942593875
235,1,ArgAgent1,707,1381942593881
236,0,ArgAgent1,709,1381942593899
236,0,ArgAgent2,709,1381942593902
236,1,ArgAgent1,710,1381942593906
237,0,ArgAgent1,712,1381942593923
237,0,ArgAgent2,712,1381942593926
237,1,ArgAgent1,713,1381942593932
238,0,ArgAgent2,715,1381942593940
238,0,ArgAgent1,715,1381942593949
238,1,ArgAgent2,716,1381942593956
239,0,ArgAgent2,718,1381942593974
239,0,ArgAgent1,718,1381942593975
239,1,ArgAgent2,719,1381942593983
240,0,ArgAgent1,721,1381942593996
240,0,ArgAgent2,721,1381942593999
240,2,ArgAgent1,722,1381942594010
241,0,ArgAgent1,724,1381942594024
241,0,ArgAgent2,724,1381942594034
241,1,ArgAgent1,725,1381942594039
242,0,ArgAgent2,727,1381942594050
242,0,ArgAgent1,727,1381942594058
242,2,ArgAgent2,728,1381942594068
243,0,ArgAgent1,730,1381942594076
243,0,ArgAgent2,730,1381942594088
243,1,ArgAgent1,731,1381942594091
244,0,ArgAgent2,733,1381942594112
244,0,ArgAgent1,733,1381942594115
244,2,ArgAgent2,734,1381942594123
245,0,ArgAgent1,736,1381942594140
245,0,ArgAgent2,736,1381942594143
245,1,ArgAgent1,737,1381942594148
246,0,ArgAgent2,739,1381942594156
246,0,ArgAgent1,739,1381942594168
246,2,ArgAgent2,740,1381942594175
247,0,ArgAgent1,742,1381942594183
247,0,ArgAgent2,742,1381942594186
247,1,ArgAgent1,743,1381942594197
248,0,ArgAgent1,745,1381942594205
248,0,ArgAgent2,745,1381942594208
248,1,ArgAgent1,746,1381942594223
249,0,ArgAgent2,748,1381942594232
249,0,ArgAgent1,748,1381942594234
249,1,ArgAgent2,749,1381942594250
250,0,ArgAgent2,751,1381942594266
250,0,ArgAgent1,751,1381942594268
250,2,ArgAgent2,752,1381942594276
251,0,ArgAgent1,754,1381942594295
251,0,ArgAgent2,754,1381942594299
251,1,ArgAgent1,755,1381942594305
252,0,ArgAgent1,757,1381942594315
252,0,ArgAgent2,757,1381942594324
252,2,ArgAgent1,758,1381942594330
253,0,ArgAgent1,760,1381942594340
253,0,ArgAgent2,760,1381942594349
253,1,ArgAgent1,761,1381942594353
254,0,ArgAgent2,763,1381942594361
254,0,ArgAgent1,763,1381942594363
254,1,ArgAgent2,764,1381942594378
255,0,ArgAgent1,766,1381942594387
255,0,ArgAgent2,766,1381942594390
255,1,ArgAgent1,767,1381942594401
256,0,ArgAgent1,769,1381942594413
256,0,ArgAgent2,769,1381942594423
256,1,ArgAgent1,770,1381942594427
257,0,ArgAgent2,772,1381942594437
257,0,ArgAgent1,772,1381942594440
257,2,ArgAgent2,773,1381942594456
258,0,ArgAgent2,775,1381942594477
258,0,ArgAgent1,775,1381942594479
258,1,ArgAgent2,776,1381942594490
259,0,ArgAgent2,778,1381942594501
259,0,ArgAgent1,778,1381942594512
259,1,ArgAgent2,779,1381942594523
260,0,ArgAgent1,781,1381942594538
260,0,ArgAgent2,781,1381942594541
260,1,ArgAgent1,782,1381942594545
261,0,ArgAgent1,784,1381942594570
261,0,ArgAgent2,784,1381942594572
261,2,ArgAgent1,785,1381942594576
262,0,ArgAgent2,787,1381942594593
262,0,ArgAgent1,787,1381942594602
262,2,ArgAgent2,788,1381942594610
263,0,ArgAgent2,790,1381942594630
263,0,ArgAgent1,790,1381942594631
263,1,ArgAgent2,791,1381942594639
264,0,ArgAgent1,793,1381942594651
264,0,ArgAgent2,793,1381942594654
264,1,ArgAgent1,794,1381942594666
265,0,ArgAgent1,796,1381942594674
265,0,ArgAgent2,796,1381942594677
265,1,ArgAgent1,797,1381942594689
266,0,ArgAgent1,799,1381942594700
266,0,ArgAgent2,799,1381942594714
266,2,ArgAgent1,800,1381942594721
267,0,ArgAgent1,802,1381942594731
267,0,ArgAgent2,802,1381942594741
267,2,ArgAgent1,803,1381942594746
268,0,ArgAgent1,805,1381942594756
268,0,ArgAgent2,805,1381942594760
268,2,ArgAgent1,806,1381942594775
269,0,ArgAgent2,808,1381942594793
269,0,ArgAgent1,808,1381942594795
269,2,ArgAgent2,809,1381942594806
270,0,ArgAgent2,811,1381942594825
270,0,ArgAgent1,811,1381942594826
270,2,ArgAgent2,812,1381942594836
271,0,ArgAgent2,814,1381942594857
271,0,ArgAgent1,814,1381942594860
271,1,ArgAgent2,815,1381942594871
272,0,ArgAgent1,817,1381942594881
272,0,ArgAgent2,817,1381942594885
272,1,ArgAgent1,818,1381942594900
273,0,ArgAgent1,820,1381942594911
273,0,ArgAgent2,820,1381942594924
273,1,ArgAgent1,821,1381942594930
274,0,ArgAgent1,823,1381942594950
274,0,ArgAgent2,823,1381942594954
274,2,ArgAgent1,824,1381942594959
275,0,ArgAgent1,826,1381942594967
275,0,ArgAgent2,826,1381942594969
275,1,ArgAgent1,827,1381942594980
276,0,ArgAgent2,829,1381942594991
276,0,ArgAgent1,829,1381942595001
276,1,ArgAgent2,830,1381942595012
277,0,ArgAgent1,832,1381942595021
277,0,ArgAgent2,832,1381942595036
277,2,ArgAgent1,833,1381942595042
278,0,ArgAgent1,835,1381942595060
278,0,ArgAgent2,835,1381942595064
278,1,ArgAgent1,836,1381942595070
279,0,ArgAgent1,838,1381942595085
279,0,ArgAgent2,838,1381942595088
279,2,ArgAgent1,839,1381942595094
280,0,ArgAgent2,841,1381942595106
280,0,ArgAgent1,841,1381942595109
280,1,ArgAgent2,842,1381942595131
281,0,ArgAgent1,844,1381942595154
281,0,ArgAgent2,844,1381942595158
281,2,ArgAgent1,845,1381942595164
282,0,ArgAgent1,847,1381942595178
282,0,ArgAgent2,847,1381942595192
282,1,ArgAgent1,848,1381942595198
283,0,ArgAgent2,850,1381942595210
283,0,ArgAgent1,850,1381942595223
283,2,ArgAgent2,851,1381942595236
284,0,ArgAgent1,853,1381942595265
284,0,ArgAgent2,853,1381942595270
284,1,ArgAgent1,854,1381942595276
285,0,ArgAgent2,856,1381942595288
285,0,ArgAgent1,856,1381942595290
285,1,ArgAgent2,857,1381942595313
286,0,ArgAgent1,859,1381942595325
286,0,ArgAgent2,859,1381942595338
286,2,ArgAgent1,860,1381942595343
287,0,ArgAgent1,862,1381942595353
287,0,ArgAgent2,862,1381942595356
287,2,ArgAgent1,863,1381942595367
288,0,ArgAgent2,865,1381942595375
288,0,ArgAgent1,865,1381942595377
288,2,ArgAgent2,866,1381942595397
289,0,ArgAgent1,868,1381942595404
289,0,ArgAgent2,868,1381942595413
289,2,ArgAgent1,869,1381942595417
290,0,ArgAgent1,871,1381942595429
290,0,ArgAgent2,871,1381942595442
290,2,ArgAgent1,872,1381942595447
291,0,ArgAgent1,874,1381942595454
291,0,ArgAgent2,874,1381942595457
291,2,ArgAgent1,875,1381942595467
292,0,ArgAgent2,877,1381942595476
292,0,ArgAgent1,877,1381942595484
292,2,ArgAgent2,878,1381942595492
293,0,ArgAgent2,880,1381942595502
293,0,ArgAgent1,880,1381942595504
293,2,ArgAgent2,881,1381942595519
294,0,ArgAgent1,883,1381942595527
294,0,ArgAgent2,883,1381942595531
294,2,ArgAgent1,884,1381942595542
295,0,ArgAgent2,886,1381942595552
295,0,ArgAgent1,886,1381942595564
295,2,ArgAgent2,887,1381942595587
296,0,ArgAgent2,889,1381942595598
296,0,ArgAgent1,889,1381942595609
296,1,ArgAgent2,890,1381942595617
297,0,ArgAgent2,892,1381942595635
297,0,ArgAgent1,892,1381942595638
297,1,ArgAgent2,893,1381942595647
298,0,ArgAgent2,895,1381942595663
298,0,ArgAgent1,895,1381942595664
298,1,ArgAgent2,896,1381942595672
299,0,ArgAgent2,898,1381942595687
299,0,ArgAgent1,898,1381942595689
299,1,ArgAgent2,899,1381942595697
300,0,ArgAgent2,901,1381942595705
300,0,ArgAgent1,901,1381942595715
300,1,ArgAgent2,902,1381942595722
301,0,ArgAgent2,904,1381942595738
301,0,ArgAgent1,904,1381942595740
301,1,ArgAgent2,905,1381942595748
302,0,ArgAgent1,907,1381942595758
302,0,ArgAgent2,907,1381942595762
302,1,ArgAgent1,908,1381942595776
303,0,ArgAgent1,910,1381942595784
303,0,ArgAgent2,910,1381942595786
303,2,ArgAgent1,911,1381942595798
304,0,ArgAgent2,913,1381942595808
304,0,ArgAgent1,913,1381942595810
304,1,ArgAgent2,914,1381942595828
305,0,ArgAgent2,916,1381942595836
305,0,ArgAgent1,916,1381942595844
305,2,ArgAgent2,917,1381942595853
306,0,ArgAgent1,919,1381942595864
306,0,ArgAgent2,919,1381942595867
306,1,ArgAgent1,920,1381942595878
307,0,ArgAgent2,922,1381942595894
307,0,ArgAgent1,922,1381942595896
307,2,ArgAgent2,923,1381942595904
308,0,ArgAgent2,925,1381942595915
308,0,ArgAgent1,925,1381942595916
308,1,ArgAgent2,926,1381942595932
309,0,ArgAgent1,928,1381942595952
309,0,ArgAgent2,928,1381942595954
309,2,ArgAgent1,929,1381942595959
310,0,ArgAgent2,931,1381942595980
310,0,ArgAgent1,931,1381942595982
310,2,ArgAgent2,932,1381942595990
311,0,ArgAgent2,934,1381942596010
311,0,ArgAgent1,934,1381942596012
311,2,ArgAgent2,935,1381942596033
312,0,ArgAgent1,937,1381942596041
312,0,ArgAgent2,937,1381942596043
312,2,ArgAgent1,938,1381942596059
313,0,ArgAgent1,940,1381942596075
313,0,ArgAgent2,940,1381942596078
313,1,ArgAgent1,941,1381942596083
314,0,ArgAgent2,943,1381942596094
314,0,ArgAgent1,943,1381942596096
314,1,ArgAgent2,944,1381942596111
315,0,ArgAgent1,946,1381942596120
315,0,ArgAgent2,946,1381942596133
315,1,ArgAgent1,947,1381942596140
316,0,ArgAgent2,949,1381942596152
316,0,ArgAgent1,949,1381942596162
316,1,ArgAgent2,950,1381942596170
317,0,ArgAgent2,952,1381942596178
317,0,ArgAgent1,952,1381942596186
317,1,ArgAgent2,953,1381942596195
318,0,ArgAgent2,955,1381942596204
318,0,ArgAgent1,955,1381942596216
318,2,ArgAgent2,956,1381942596224
319,0,ArgAgent2,958,1381942596251
319,0,ArgAgent1,958,1381942596253
319,2,ArgAgent2,959,1381942596265
320,0,ArgAgent2,961,1381942596274
320,0,ArgAgent1,961,1381942596287
320,2,ArgAgent2,962,1381942596295
321,0,ArgAgent2,964,1381942596303
321,0,ArgAgent1,964,1381942596312
321,1,ArgAgent2,965,1381942596323
322,0,ArgAgent2,967,1381942596331
322,0,ArgAgent1,967,1381942596332
322,1,ArgAgent2,968,1381942596348
323,0,ArgAgent2,970,1381942596365
323,0,ArgAgent1,970,1381942596367
323,2,ArgAgent2,971,1381942596376
324,0,ArgAgent2,973,1381942596385
324,0,ArgAgent1,973,1381942596386
324,1,ArgAgent2,974,1381942596402
325,0,ArgAgent2,976,1381942596420
325,0,ArgAgent1,976,1381942596423
325,1,ArgAgent2,977,1381942596439
326,0,ArgAgent2,979,1381942596447
326,0,ArgAgent1,979,1381942596456
326,1,ArgAgent2,980,1381942596464
327,0,ArgAgent2,982,1381942596472
327,0,ArgAgent1,982,1381942596474
327,2,ArgAgent2,983,1381942596490
328,0,ArgAgent1,985,1381942596499
328,0,ArgAgent2,985,1381942596503
328,1,ArgAgent1,986,1381942596514
329,0,ArgAgent1,988,1381942596524
329,0,ArgAgent2,988,1381942596533
329,1,ArgAgent1,989,1381942596537
330,0,ArgAgent2,991,1381942596552
330,0,ArgAgent1,991,1381942596555
330,2,ArgAgent2,992,1381942596565
331,0,ArgAgent2,994,1381942596573
331,0,ArgAgent1,994,1381942596574
331,2,ArgAgent2,995,1381942596589
332,0,ArgAgent1,997,1381942596598
332,0,ArgAgent2,997,1381942596601
332,1,ArgAgent1,998,1381942596612
333,0,ArgAgent2,1000,1381942596620
333,0,ArgAgent1,1000,1381942596623
333,2,ArgAgent2,1001,1381942596637
334,0,ArgAgent2,1003,1381942596657
334,0,ArgAgent1,1003,1381942596660
334,2,ArgAgent2,1004,1381942596668
335,0,ArgAgent2,1006,1381942596687
335,0,ArgAgent1,1006,1381942596689
335,1,ArgAgent2,1007,1381942596697
336,0,ArgAgent2,1009,1381942596713
336,0,ArgAgent1,1009,1381942596715
336,2,ArgAgent2,1010,1381942596723
337,0,ArgAgent2,1012,1381942596732
337,0,ArgAgent1,1012,1381942596734
337,1,ArgAgent2,1013,1381942596748
338,0,ArgAgent1,1015,1381942596767
338,0,ArgAgent2,1015,1381942596770
338,2,ArgAgent1,1016,1381942596774
339,0,ArgAgent1,1018,1381942596782
339,0,ArgAgent2,1018,1381942596800
339,2,ArgAgent1,1019,1381942596805
340,0,ArgAgent2,1021,1381942596813
340,0,ArgAgent1,1021,1381942596823
340,1,ArgAgent2,1022,1381942596830
341,0,ArgAgent1,1024,1381942596839
341,0,ArgAgent2,1024,1381942596848
341,2,ArgAgent1,1025,1381942596852
342,0,ArgAgent1,1027,1381942596860
342,0,ArgAgent2,1027,1381942596870
342,2,ArgAgent1,1028,1381942596876
343,0,ArgAgent1,1030,1381942596884
343,0,ArgAgent2,1030,1381942596893
343,2,ArgAgent1,1031,1381942596898
344,0,ArgAgent2,1033,1381942596909
344,0,ArgAgent1,1033,1381942596910
344,1,ArgAgent2,1034,1381942596925
345,0,ArgAgent1,1036,1381942596935
345,0,ArgAgent2,1036,1381942596937
345,2,ArgAgent1,1037,1381942596949
346,0,ArgAgent1,1039,1381942596956
346,0,ArgAgent2,1039,1381942596966
346,2,ArgAgent1,1040,1381942596969
347,0,ArgAgent2,1042,1381942596988
347,0,ArgAgent1,1042,1381942596991
347,1,ArgAgent2,1043,1381942597001
348,0,ArgAgent1,1045,1381942597009
348,0,ArgAgent2,1045,1381942597012
348,2,ArgAgent1,1046,1381942597023
349,0,ArgAgent2,1048,1381942597031
349,0,ArgAgent1,1048,1381942597040
349,1,ArgAgent2,1049,1381942597048
350,0,ArgAgent2,1051,1381942597069
350,0,ArgAgent1,1051,1381942597071
350,1,ArgAgent2,1052,1381942597079
351,0,ArgAgent1,1054,1381942597095
351,0,ArgAgent2,1054,1381942597099
351,1,ArgAgent1,1055,1381942597104
352,0,ArgAgent1,1057,1381942597123
352,0,ArgAgent2,1057,1381942597126
352,2,ArgAgent1,1058,1381942597130
353,0,ArgAgent1,1060,1381942597150
353,0,ArgAgent2,1060,1381942597153
353,1,ArgAgent1,1061,1381942597158
354,0,ArgAgent2,1063,1381942597166
354,0,ArgAgent1,1063,1381942597175
354,2,ArgAgent2,1064,1381942597183
355,0,ArgAgent1,1066,1381942597191
355,0,ArgAgent2,1066,1381942597193
355,2,ArgAgent1,1067,1381942597206
